
---------- Begin Simulation Statistics ----------
simSeconds                                   0.405170                       # Number of seconds simulated (Second)
system.cpu.icache.overallMissLatency::cpu.inst  38847753497                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total  38847753497                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst    182521153                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total     182521153                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst    182521153                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total    182521153                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.017261                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.017261                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.017261                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.017261                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 12330.541581                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 12330.541581                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 12330.541581                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 12330.541581                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs         1768                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs           52                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs             34                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.writebacks::writebacks      2744731                       # number of writebacks (Count)
system.cpu.icache.writebacks::total           2744731                       # number of writebacks (Count)
system.cpu.icache.demandMshrHits::cpu.inst       405233                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total        405233                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst       405233                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total       405233                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst      2745298                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total      2745298                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst      2745298                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total      2745298                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst  33382717498                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total  33382717498                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst  33382717498                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total  33382717498                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.015041                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.015041                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.015041                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.015041                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 12159.961322                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 12159.961322                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 12159.961322                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 12159.961322                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                2744731                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst    179370622                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total       179370622                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst      3150531                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total       3150531                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst  38847753497                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total  38847753497                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst    182521153                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total    182521153                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.017261                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.017261                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 12330.541581                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 12330.541581                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst       405233                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total       405233                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst      2745298                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total      2745298                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst  33382717498                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total  33382717498                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.015041                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.015041                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 12159.961322                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 12159.961322                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED 405169940000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           504.600355                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs            182115920                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs            2745298                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs              66.337396                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               87500                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   504.600355                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.985548                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.985548                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0           25                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::1           87                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::2          214                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::3          140                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4           46                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses         1462914522                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses        1462914522                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 405169940000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                  22727253                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                   89388187                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                  1052622                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts             1272963423                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts             17866263                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                282109578                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts               149286474                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                   860                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                    454172                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                   525584                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents          47654                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect       13496769                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect     11158171                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts             24654940                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit               1156042233                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount              1151835456                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                 588472639                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                 735092532                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        1.421413                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.800542                       # Average fanout of values written-back ((Count/Count))
system.cpu.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED 405169940000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 405169940000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.lsq0.forwLoads                     4703541                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                68604145                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses               197723                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation               47654                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores               22321691                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                 1055                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                1370139                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples          213505427                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean             16.863668                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev            72.112731                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9              201244730     94.26%     94.26% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19               272473      0.13%     94.39% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29              1268655      0.59%     94.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39               141194      0.07%     95.05% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                31010      0.01%     95.06% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                22554      0.01%     95.07% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                29592      0.01%     95.08% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                21718      0.01%     95.09% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                19291      0.01%     95.10% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                62120      0.03%     95.13% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109             513559      0.24%     95.37% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119            1516034      0.71%     96.08% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129             183598      0.09%     96.17% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139            1060650      0.50%     96.67% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149            1354479      0.63%     97.30% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159             323242      0.15%     97.45% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169             112784      0.05%     97.50% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179             161733      0.08%     97.58% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189              45423      0.02%     97.60% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199              17399      0.01%     97.61% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209              50807      0.02%     97.63% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219              15948      0.01%     97.64% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229               8086      0.00%     97.64% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239              14841      0.01%     97.65% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249              49903      0.02%     97.68% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259              61613      0.03%     97.70% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269             162515      0.08%     97.78% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279             316356      0.15%     97.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289             216451      0.10%     98.03% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299             348175      0.16%     98.19% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows          3858494      1.81%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value             7127                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total            213505427                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.readHits                         0                       # read hits (Count)
system.cpu.mmu.dtb.readMisses                       0                       # read misses (Count)
system.cpu.mmu.dtb.readAccesses                     0                       # read accesses (Count)
system.cpu.mmu.dtb.writeHits                        0                       # write hits (Count)
system.cpu.mmu.dtb.writeMisses                      0                       # write misses (Count)
system.cpu.mmu.dtb.writeAccesses                    0                       # write accesses (Count)
system.cpu.mmu.dtb.hits                             0                       # Total TLB (read and write) hits (Count)
system.cpu.mmu.dtb.misses                           0                       # Total TLB (read and write) misses (Count)
system.cpu.mmu.dtb.accesses                         0                       # Total TLB (read and write) accesses (Count)
system.cpu.mmu.dtb.walker.num_4kb_walks             0                       # Completed page walks with 4KB pages (Count)
system.cpu.mmu.dtb.walker.num_2mb_walks             0                       # Completed page walks with 2MB pages (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 405169940000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.readHits                         0                       # read hits (Count)
system.cpu.mmu.itb.readMisses                       0                       # read misses (Count)
system.cpu.mmu.itb.readAccesses                     0                       # read accesses (Count)
system.cpu.mmu.itb.writeHits                        0                       # write hits (Count)
system.cpu.mmu.itb.writeMisses                      0                       # write misses (Count)
system.cpu.mmu.itb.writeAccesses                    0                       # write accesses (Count)
system.cpu.mmu.itb.hits                             0                       # Total TLB (read and write) hits (Count)
system.cpu.mmu.itb.misses                           0                       # Total TLB (read and write) misses (Count)
system.cpu.mmu.itb.accesses                         0                       # Total TLB (read and write) accesses (Count)
system.cpu.mmu.itb.walker.num_4kb_walks             0                       # Completed page walks with 4KB pages (Count)
system.cpu.mmu.itb.walker.num_2mb_walks             0                       # Completed page walks with 2MB pages (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 405169940000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON 405169940000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles               22727253                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                268831863                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                92454089                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles          17102                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                 410764464                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles               8449966                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts             1364826621                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                  4555                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                1917689                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.SQFullEvents                1213987                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents         4183180                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands           992519560                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                  1738723380                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups               1667167547                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                    336011                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps             717716025                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                274803520                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                     373                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                 379                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                   7662836                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                       2000837627                       # The number of ROB reads (Count)
system.cpu.rob.writes                      2592499782                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts               1000000000                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                 1000000081                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    32                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       500                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2.demandHits::cpu.inst                2741107                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.data                1149166                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                   3890273                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu.inst               2741107                       # number of overall hits (Count)
system.l2.overallHits::cpu.data               1149166                       # number of overall hits (Count)
system.l2.overallHits::total                  3890273                       # number of overall hits (Count)
system.l2.demandMisses::cpu.inst                 4136                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.data              1667696                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                 1671832                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu.inst                4136                       # number of overall misses (Count)
system.l2.overallMisses::cpu.data             1667696                       # number of overall misses (Count)
system.l2.overallMisses::total                1671832                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu.inst       370689000                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.data    176784117500                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total       177154806500                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu.inst      370689000                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.data   176784117500                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total      177154806500                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu.inst            2745243                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.data            2816862                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total               5562105                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu.inst           2745243                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.data           2816862                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total              5562105                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu.inst           0.001507                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.data           0.592040                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.300575                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu.inst          0.001507                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.data          0.592040                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.300575                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu.inst        89625                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.data 106005.001811                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    105964.478787                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.inst        89625                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.data 106005.001811                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   105964.478787                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.writebacks::writebacks              1611937                       # number of writebacks (Count)
system.l2.writebacks::total                   1611937                       # number of writebacks (Count)
system.l2.demandMshrMisses::cpu.inst             4136                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu.data          1667696                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total             1671832                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu.inst            4136                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu.data         1667696                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total            1671832                       # number of overall MSHR misses (Count)
system.l2.demandMshrMissLatency::cpu.inst    329329000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu.data 160107157500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::total   160436486500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.inst    329329000                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.data 160107157500                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::total  160436486500                       # number of overall MSHR miss ticks (Tick)
system.l2.demandMshrMissRate::cpu.inst       0.001507                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu.data       0.592040                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::total          0.300575                       # mshr miss ratio for demand accesses (Ratio)
system.l2.overallMshrMissRate::cpu.inst      0.001507                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu.data      0.592040                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::total         0.300575                       # mshr miss ratio for overall accesses (Ratio)
system.l2.demandAvgMshrMissLatency::cpu.inst        79625                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu.data 96005.001811                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::total 95964.478787                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.inst        79625                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.data 96005.001811                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::total 95964.478787                       # average overall mshr miss latency ((Tick/Count))
system.l2.replacements                        1640424                       # number of replacements (Count)
system.l2.CleanEvict.mshrMisses::writebacks           11                       # number of CleanEvict MSHR misses (Count)
system.l2.CleanEvict.mshrMisses::total             11                       # number of CleanEvict MSHR misses (Count)
system.l2.CleanEvict.mshrMissRate::writebacks          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2.CleanEvict.mshrMissRate::total          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2.InvalidateReq.hits::cpu.data         128175                       # number of InvalidateReq hits (Count)
system.l2.InvalidateReq.hits::total            128175                       # number of InvalidateReq hits (Count)
system.l2.InvalidateReq.misses::cpu.data          125                       # number of InvalidateReq misses (Count)
system.l2.InvalidateReq.misses::total             125                       # number of InvalidateReq misses (Count)
system.l2.InvalidateReq.accesses::cpu.data       128300                       # number of InvalidateReq accesses(hits+misses) (Count)
system.l2.InvalidateReq.accesses::total        128300                       # number of InvalidateReq accesses(hits+misses) (Count)
system.l2.InvalidateReq.missRate::cpu.data     0.000974                       # miss rate for InvalidateReq accesses (Ratio)
